Tweet,FINAL LABEL,Tweet_Preprocess,Tweet_New
@horangiio enak daring bisa tidurðŸ˜€ðŸ‘,1.0,"['enak', 'daring', 'tidur', '']",enak daring tidur
@collegemenfess semester 3 semenjak daring,0.0,"['semester', 'semenjak', 'daring']",semester semenjak daring
"@jejeyyyya udah masuk 100% sebenernya, ini kakel pd ujian sie, jadi daring, ptm 50%",0.0,"['udah', 'masuk', 'sebenernya', 'kakel', 'pd', 'uji', 'sie', 'daring', 'ptm']",udah masuk sebenernya kakel pd uji sie daring ptm
@hyunajaem_id sekolah tapi daring :',-1.0,"['id', 'sekolah', 'daring']",id sekolah daring
@sheyrendipity__ Daring kah?,0.0,"['daring', 'kah']",daring kah
@blacknm_ tetep kelas walaupun daringðŸ˜ƒ,1.0,"['tetep', 'kelas', 'daring']",tetep kelas daring
dapet sarang daring ayank https://t.co/q6SsdKNB51,0.0,"['dapet', 'sarang', 'daring', 'ayank']",dapet sarang daring ayank
ah untung aja daring,1.0,"['ah', 'untung', 'aja', 'daring']",ah untung aja daring
@naja3m__ slmt daring,1.0,"['slmt', 'daring']",slmt daring
"Alhamdulillah..puasa hari ke dua. Selain takjil kolak dan gorengan, sediain bolu yg #spesialrasanya dari @BoluNusaRasa boljug nih. Bisa jg buat hantaran Lebaran org terkasih. Kuy cobain Bolu Nusa Rasa deh @mama_daring @mba_diahworo @Desty007 
#mamadaring 

https://t.co/UFWaoGZlDx",0.0,"['alhamdulillahpuasa', 'takjil', 'kolak', 'goreng', 'ain', 'bolu', 'yg', 'boljug', 'nih', 'jg', 'hantar', 'lebaran', 'org', 'kasih', 'kuy', 'cobain', 'bolu', 'nusa', 'deh', 'daring', 'diahworo']",alhamdulillahpuasa takjil kolak goreng ain bolu yg boljug nih jg hantar lebaran org kasih kuy cobain bolu nusa deh daring diahworo
"@ohsunfIower Woah masih daring?
Daerah mana deh?",0.0,"['woah', 'daring', 'daerah', 'deh']",woah daring daerah deh
@wooyeosimp Semangat daring nyaa,1.0,"['semangat', 'daring', 'nyaa']",semangat daring nyaa
@KarthiSK_17 Yarunga sonadhu naa daring nuðŸ˜¤,0.0,"['yarunga', 'sonadhu', 'naa', 'daring', 'nu']",yarunga sonadhu naa daring nu
"@BLACKRlDERS Pagi, sy daringðŸ˜”â˜ï¸",0.0,"['pagi', 'sy', 'daring', '', '']",pagi sy daring
@jejeyyyya hari ini daring,0.0,['daring'],daring
"@sanniesan_ morningg, lagi daring nih",1.0,"['morningg', 'daring', 'nih']",morningg daring nih
@naja3m__ tidak lupa daring dan daring,1.0,"['lupa', 'daring', 'daring']",lupa daring daring
"ptm tp klo tbtb daring, ya pas ptm lagi udah mager https://t.co/8eU5AILZ3U",0.0,"['ptm', 'tp', 'klo', 'tbtb', 'daring', 'ya', 'pas', 'ptm', 'udah', 'mager']",ptm tp klo tbtb daring ya pas ptm udah mager
"@undoubteadIIy hybrid sih, cm gue milih daring. untungnya tgs praktek cm ngitung uang ghoib scr syariah",1.0,"['hybrid', 'sih', 'cm', 'gue', 'milih', 'daring', 'untung', 'tgs', 'praktek', 'cm', 'ngitung', 'uang', 'ghoib', 'scr', 'syariah']",hybrid sih cm gue milih daring untung tgs praktek cm ngitung uang ghoib scr syariah
@meinjeongc semangat!!! aku daring heheh ðŸ˜‹,1.0,"['semangat', 'daring', 'heheh', '']",semangat daring heheh
bangun tidur ku terus daring,1.0,"['bangun', 'tidur', 'ku', 'daring']",bangun tidur ku daring
semenjak sma ini gue lebih suka daring dh https://t.co/FiNq9Qxxk0,1.0,"['semenjak', 'sma', 'gue', 'suka', 'daring', 'dh']",semenjak sma gue suka daring dh
"==RAPAT KOORDINASI SISTEM PENGAMANAN DALAM==

#TemanPemilih

Senin (04/04), Sekretaris, Penjabat Struktural dan PAMDAL KPU Kabupaten Lombok Utara Menghadiri Rapat Koordinasi Sistem Pengamanan Dalam yang diadakan secara daring oleh KPU Provinsi NTB.
 
#KpuKlu
#KpuMelayani https://t.co/2VbMNlpeLE",0.0,"['rapat', 'koordinasi', 'sistem', 'aman', 'senin', 'sekretaris', 'jabat', 'struktural', 'pamdal', 'kpu', 'kabupaten', 'lombok', 'utara', 'hadir', 'rapat', 'koordinasi', 'sistem', 'aman', 'ada', 'daring', 'kpu', 'provinsi', 'ntb']",rapat koordinasi sistem aman senin sekretaris jabat struktural pamdal kpu kabupaten lombok utara hadir rapat koordinasi sistem aman ada daring kpu provinsi ntb
biasanya bangun jam 89an kali ini bangun gasik bcs daringðŸ˜¤ðŸ˜¤ðŸ˜­ðŸ˜¬,-1.0,"['bangun', 'jam', 'an', 'kali', 'bangun', 'gasik', 'bcs', 'daring']",bangun jam an kali bangun gasik bcs daring
daring weii adh gaenak bgt,-1.0,"['daring', 'weii', 'adh', 'gaenak', 'bgt']",daring weii adh gaenak bgt
"@mijicollect have a nice dayy mijii, km hari ini daring apa offlinee?",0.0,"['have', 'a', 'nice', 'dayy', 'mijii', 'km', 'daring', 'offlinee']",have a nice dayy mijii km daring offlinee
males banget daring,-1.0,"['males', 'banget', 'daring']",males banget daring
"@kheysuu have a nice day kheeyy, km daring apa offline hari inii?",0.0,"['have', 'a', 'nice', 'day', 'kheeyy', 'km', 'daring', 'offline', 'ini']",have a nice day kheeyy km daring offline ini
Daring berasa libur. Bangun cuma buat absen doang. Pengen tidur lagi tapi tugas masih banyakðŸ˜Ÿ,-1.0,"['daring', 'asa', 'libur', 'bangun', 'absen', 'doang', 'ken', 'tidur', 'tugas', 'banyak']",daring asa libur bangun absen doang ken tidur tugas banyak
@sangonominyaw lagi daring yank,0.0,"['daring', 'yank']",daring yank
"Gerindra DKI Nilai Macet Jakarta Luar Biasa, Usul Ganjil Genap Diperluas https://t.co/iWZfNuJe2s bukan gage om, tp daring sdh membuktikan atasi kemacetan, ya om ...",0.0,"['gerindra', 'dki', 'nilai', 'macet', 'jakarta', 'usul', 'ganjil', 'genap', 'luas', 'gage', 'om', 'tp', 'daring', 'sdh', 'bukti', 'atas', 'macet', 'ya', 'om']",gerindra dki nilai macet jakarta usul ganjil genap luas gage om tp daring sdh bukti atas macet ya om
"""Peluang dan Tantangan SDM Aceh dalam Menyongsong Indonesia Emas 2045"" secara daring pada Kamis (31/03/2022).",0.0,"['peluang', 'tantang', 'sdm', 'aceh', 'songsong', 'indonesia', 'emas', 'daring', 'kamis']",peluang tantang sdm aceh songsong indonesia emas daring kamis
"Turut hadir Deputi Bidang Dukungan Teknis Setjen KPU RI Eberta Kawima dan Plt Kapusdatin Andre Putra Hermawan, serta secara daring Inspektur Utama Nanang Priyatna dan para pejabat Eselon II Setjen KPU RI. 

#KPUMelayani
#pemiluserentak2024",0.0,"['hadir', 'deputi', 'bidang', 'dukung', 'teknis', 'setjen', 'kpu', 'ri', 'eberta', 'kawima', 'plt', 'kapusdatin', 'andre', 'putra', 'hermawan', 'daring', 'inspektur', 'utama', 'nanang', 'priyatna', 'jabat', 'eselon', 'ii', 'setjen', 'kpu', 'ri']",hadir deputi bidang dukung teknis setjen kpu ri eberta kawima plt kapusdatin andre putra hermawan daring inspektur utama nanang priyatna jabat eselon ii setjen kpu ri
"#TemanPemilih Ketua KPU RI Ilham Saputra bersama Anggota KPU RI Viryan dan secara daring Evi Novida Ginting Manik hadir dalam Sosialisasi dan Pemaparan Aplikasi Mobile Lindungihakmu, di Ruang Rapat Lantai 1, Senin (4/04). https://t.co/JbbpuEPfXL",0.0,"['ketua', 'kpu', 'ri', 'ilham', 'saputra', 'anggota', 'kpu', 'ri', 'viryan', 'daring', 'evi', 'novida', 'ginting', 'manik', 'hadir', 'sosialisasi', 'papar', 'aplikasi', 'mobile', 'lindungihakmu', 'ruang', 'rapat', 'lantai', 'senin']",ketua kpu ri ilham saputra anggota kpu ri viryan daring evi novida ginting manik hadir sosialisasi papar aplikasi mobile lindungihakmu ruang rapat lantai senin
"jujur daring, tinggal merem dah naik kelas tuh kalau daring https://t.co/xF1HUY28BQ",1.0,"['jujur', 'daring', 'tinggal', 'merem', 'dah', 'kelas', 'tuh', 'daring']",jujur daring tinggal merem dah kelas tuh daring
@undoubteadIIy tim daring sih,1.0,"['tim', 'daring', 'sih']",tim daring sih
"-Pemateri juga menjelaskan mengenai materi Program Pengungkapan Sukarela (PPS) secara singkat dan tata cara melaporkan SPPH secara daring melalui DJP Online.

#PajakBerkeadilan
#PajakKitaUntukKita
#PajakKuatIndonesiaMaju
#LebihAwalLebihNyaman https://t.co/pzOcGZzyCP",0.0,"['materi', 'materi', 'program', 'ungkap', 'sukarela', 'pps', 'singkat', 'tata', 'lapor', 'spph', 'daring', 'djp', 'online']",materi materi program ungkap sukarela pps singkat tata lapor spph daring djp online
"-Pemateri edukasi kali ini adalah Ni Komang Ayu Diah Widiasari selaku pelaksana KP2KP Negara dan Ni Putu Ayu Astiti Mustika Sari selaku Relawan Pajak, memaparkan materi mengenai cara pelaporan SPT Tahunan secara daring melalui DJP Online.- https://t.co/0daSwUT4rP",0.0,"['materi', 'edukasi', 'kali', 'ni', 'komang', 'ayu', 'diah', 'widiasari', 'laksana', 'kpkp', 'negara', 'ni', 'putu', 'ayu', 'astiti', 'mustika', 'sari', 'rawan', 'pajak', 'papar', 'materi', 'lapor', 'spt', 'tahun', 'daring', 'djp', 'online']",materi edukasi kali ni komang ayu diah widiasari laksana kpkp negara ni putu ayu astiti mustika sari rawan pajak papar materi lapor spt tahun daring djp online
@juanssrzx ayooo kita interact :D kamu hari ini daring atau ptm??,0.0,"['ayooo', 'interact', 'd', 'daring', 'ptm']",ayooo interact d daring ptm
"RT @WilkerTembilaha: 4/4 #KKPAccelerate #OneHealthKIPM 
Mengikuti virtual apel senin pagi bersama Kepala @PUSAT_SSK_BKIPM @tgh_samudro melaâ€¦",0.0,"['ikut', 'virtual', 'apel', 'senin', 'pagi', 'kepala', 'sskbkipm', 'samudro', 'mela']",ikut virtual apel senin pagi kepala sskbkipm samudro mela
udah nyaman daring https://t.co/q77UW10c60,1.0,"['udah', 'nyaman', 'daring']",udah nyaman daring
hampir aja gue telat daring ðŸ˜“,0.0,"['aja', 'gue', 'telat', 'daring', '', '']",aja gue telat daring
@clethusz clara suka daring apa ptm,0.0,"['clara', 'suka', 'daring', 'ptm']",clara suka daring ptm
"@skzns25 WIH SMANGAT SEKULNYAðŸ«¶ðŸ» ak hari ini daring, offline nya besokðŸ˜€",0.0,"['wih', 'smangat', 'sekul', '', '', '', 'ak', 'daring', 'offline', 'nya', 'besok']",wih smangat sekul ak daring offline nya besok
pengen daring spe lulus,1.0,"['ken', 'daring', 'spe', 'lulus']",ken daring spe lulus
"bangun pagi, gosok gigi, buka hp ternyata daring. ðŸ¤¦",-1.0,"['bangun', 'pagi', 'gosok', 'gigi', 'buka', 'hp', 'daring', '']",bangun pagi gosok gigi buka hp daring
"Klo bljr suka ptm, tp klo ujian suka daringðŸ˜ https://t.co/Q1n1hJ36TX",1.0,"['klo', 'bljr', 'suka', 'ptm', 'tp', 'klo', 'uji', 'suka', 'daring']",klo bljr suka ptm tp klo uji suka daring
@vjisunghan Akuu daring,0.0,"['akuu', 'daring']",akuu daring
@cyeestal gue gi daring sie,0.0,"['gue', 'gi', 'daring', 'sie']",gue gi daring sie
"@convomf masuk, tapi aku daring",0.0,"['masuk', 'daring']",masuk daring
pagi pagi semangat semua mls daring tolonggg maunya yg melet dibwh aja https://t.co/EObsG9NLXt,-1.0,"['pagi', 'pagi', 'semangat', 'mls', 'daring', 'tolonggg', 'mau', 'yg', 'melet', 'dibwh', 'aja']",pagi pagi semangat mls daring tolonggg mau yg melet dibwh aja
jujur gua kangen daring tapi daring bikin tolol,-1.0,"['jujur', 'gua', 'kangen', 'daring', 'daring', 'bikin', 'tolol']",jujur gua kangen daring daring bikin tolol
OH JELAS LAH. DARING. https://t.co/NmCCjIEzpO,1.0,"['oh', 'daring']",oh daring
"ga bgtu sih, soalnya daring https://t.co/Eb6WRcrI8w",0.0,"['ga', 'bgtu', 'sih', 'daring']",ga bgtu sih daring
Kalau belajarnya lebih suka ptm. Tapi kalau ulangan bisa daring aja gasi https://t.co/sfALO1kNVL,1.0,"['ajar', 'suka', 'ptm', 'ulang', 'daring', 'aja', 'gas']",ajar suka ptm ulang daring aja gas
"Tahun Anggaran 2022 yang diselenggarakan oleh KPU Provinsi Sumatera Barat via daring melalui zoom meeting, Senin (04/04).

Kegiatan ini bertujuan dalam rangka peningkatan pemahaman penggunaan Anggaran Pendapatan dan Belanja Negara (APBN) https://t.co/t5QEHffcqY",0.0,"['anggar', 'selenggara', 'kpu', 'provinsi', 'sumatera', 'barat', 'via', 'daring', 'zoom', 'meeting', 'senin', 'giat', 'tuju', 'rangka', 'tingkat', 'paham', 'guna', 'anggar', 'dapat', 'belanja', 'negara', 'apbn']",anggar selenggara kpu provinsi sumatera barat via daring zoom meeting senin giat tuju rangka tingkat paham guna anggar dapat belanja negara apbn
"klo dijelasin ptm, klo ulangan daringðŸ˜ https://t.co/3DNx8VhA1Y",1.0,"['klo', 'dijelasin', 'ptm', 'klo', 'ulang', 'daring']",klo dijelasin ptm klo ulang daring
"RT @SikkaKpu: #TemanPemilih Untuk diketahui, Sub bagian Teknis Pemilu, Partisipasi dan Hubmas KPU Sikka melaksanakan internalisasi SiRekapâ€¦",0.0,"['sub', 'teknis', 'milu', 'partisipasi', 'hubmas', 'kpu', 'sikka', 'laksana', 'internalisasi', 'sirekap']",sub teknis milu partisipasi hubmas kpu sikka laksana internalisasi sirekap
"@JSXMNT aku ny udh mandi tapi gak ptm, jurusan ak kebagian daring",0.0,"['ny', 'udh', 'mandi', 'gak', 'ptm', 'jurus', 'ak', 'bagi', 'daring']",ny udh mandi gak ptm jurus ak bagi daring
"Rakor Rencana Kegiatan Sosialisasi
#TemanPemilih, Anggota KPU Kabupaten Klungkung bersama Kasubbag Teknis Penyelenggaraan Pemilu, Partisipasi dan Humas mengikuti Rapat Koordinasi (Rakor)Rencana Anggaran Kegiatan Sosialisasi dan Pendidikan Pemilih 2022 secara daring, senin (4/4). https://t.co/AUnXNkloE1",0.0,"['rakor', 'rencana', 'giat', 'sosialisasi', 'anggota', 'kpu', 'kabupaten', 'klungkung', 'kasubbag', 'teknis', 'selenggara', 'milu', 'partisipasi', 'humas', 'ikut', 'rapat', 'koordinasi', 'rakorrencana', 'anggar', 'giat', 'sosialisasi', 'didik', 'pilih', 'daring', 'senin']",rakor rencana giat sosialisasi anggota kpu kabupaten klungkung kasubbag teknis selenggara milu partisipasi humas ikut rapat koordinasi rakorrencana anggar giat sosialisasi didik pilih daring senin
ini knp ga daring aja sieðŸ˜©,1.0,"['knp', 'ga', 'daring', 'aja', 'sie']",knp ga daring aja sie
Siswa Lebih Suka PTM Ketimbang Daring https://t.co/sYOLW0NdpK #DisdikporaBadung #PTM #Daring #berita #nusabali,-1.0,"['siswa', 'suka', 'ptm', 'ketimbang', 'daring']",siswa suka ptm ketimbang daring
jujur daring https://t.co/J6u6CTedrC,1.0,"['jujur', 'daring']",jujur daring
"@_2004S3 Smgt dung, hri ini daring. U tooðŸ’—",1.0,"['s', 'smgt', 'dung', 'hri', 'daring', 'u', 'too', '', '']",s smgt dung hri daring u too
@ultravric widih daring nie? mangatzz ya! ðŸŒ·ðŸ’Œ,1.0,"['widih', 'daring', 'nie', 'mangatzz', 'ya', '', '', '']",widih daring nie mangatzz ya
ini anak daring bener bener di anak tirikan jadi mending gue lanjut tidur,-1.0,"['anak', 'daring', 'bener', 'bener', 'anak', 'tiri', 'mending', 'gue', 'tidur']",anak daring bener bener anak tiri mending gue tidur
"Daring, ptm panas https://t.co/yjpCGDb8uT",1.0,"['daring', 'ptm', 'panas']",daring ptm panas
"kelas 8, pokoknya kelas kelas sebelum daring menyerang https://t.co/2oeDnvZ4oa",-1.0,"['kelas', 'pokok', 'kelas', 'kelas', 'daring', 'serang']",kelas pokok kelas kelas daring serang
kalo daring pkwu sama mtk kalo ptm tav https://t.co/1gwP6frwSd,0.0,"['kalo', 'daring', 'pkwu', 'mtk', 'kalo', 'ptm', 'tav']",kalo daring pkwu mtk kalo ptm tav
@kangtaewhyun Daring? Engga di sini udah PTM,0.0,"['daring', 'engga', 'udah', 'ptm']",daring engga udah ptm
@skayblue_moon sekolah tapi daring,0.0,"['moon', 'sekolah', 'daring']",moon sekolah daring
daring mls keluar rumah g mood bngt https://t.co/bjZvxhdK6s,-1.0,"['daring', 'mls', 'rumah', 'g', 'mood', 'bngt']",daring mls rumah g mood bngt
"Plis statur ada opsi untuk daring
Aku gak kuat bolak balik Jakarta Bandung seminggu sekali 5 kali berturut turut",1.0,"['plis', 'statur', 'opsi', 'daring', 'gak', 'kuat', 'bolak', 'jakarta', 'bandung', 'minggu', 'kali']",plis statur opsi daring gak kuat bolak jakarta bandung minggu kali
seminggu ptm seminggu daring klo bisa wkwkwk https://t.co/XBiRt8v82n,1.0,"['minggu', 'ptm', 'minggu', 'daring', 'klo', 'wkwkwk']",minggu ptm minggu daring klo wkwkwk
"Daring soalnya males bolak-balik ke sekolah cuma buat belajar 2 jam, udah gitu ditambah ada tugas lagi pas di rumah. Tp ptm 100% enak sih. Cm males https://t.co/9DVYeSdYnQ",1.0,"['daring', 'males', 'bolakbalik', 'sekolah', 'ajar', 'jam', 'udah', 'gitu', 'tambah', 'tugas', 'pas', 'rumah', 'tp', 'ptm', 'enak', 'sih', 'cm', 'males']",daring males bolakbalik sekolah ajar jam udah gitu tambah tugas pas rumah tp ptm enak sih cm males
LPDP PK Daring presents: https://t.co/dkJPTVQ4EU,0.0,"['lpdp', 'pk', 'daring', 'presents']",lpdp pk daring presents
"Terus dia langsung dibawa ke RS Harjolukito dan dinyatakan meninggal jam 09.30. Gaada pernyataan jelas meninggalnya karena apa sih, mungkin karena cidera kepala berat dan perdarahan. Mirisnya tuh, dia sama temennya besoknya mau mudik karena pembelajaran setelahnya daring..",0.0,"['langsung', 'bawa', 'rs', 'harjolukito', 'nyata', 'tinggal', 'jam', 'gaada', 'nyata', 'tinggal', 'sih', 'cidera', 'kepala', 'berat', 'darah', 'miris', 'tuh', 'temennya', 'besok', 'mudik', 'ajar', 'telah', 'daring']",langsung bawa rs harjolukito nyata tinggal jam gaada nyata tinggal sih cidera kepala berat darah miris tuh temennya besok mudik ajar telah daring
hari ini ptm atau daring ??,0.0,"['ptm', 'daring']",ptm daring
"@collegemenfess kalo luring gak ngantuk bgtt,tp kalo daring sumpillll",-1.0,"['kalo', 'luring', 'gak', 'ngantuk', 'bgtttp', 'kalo', 'daring', 'sumpillll']",kalo luring gak ngantuk bgtttp kalo daring sumpillll
"@Deobiisugarr iyh..
tp msh daringðŸ‘",0.0,"['iyh', 'tp', 'msh', 'daring', '']",iyh tp msh daring
suka dua dua nya tapi daring aka deh soalnya aku mageran https://t.co/e20F4CwgFb,1.0,"['suka', 'nya', 'daring', 'aka', 'deh', 'mageran']",suka nya daring aka deh mageran
kalo utk saat ini daring ofc https://t.co/t1GxPsM9j0,1.0,"['kalo', 'utk', 'daring', 'ofc']",kalo utk daring ofc
@convomf lebih suka ptm or daring?,0.0,"['suka', 'ptm', 'or', 'daring']",suka ptm or daring
Darin Gosling - DarinG Retro Rewind @Cruise_fm,0.0,"['darin', 'gosling', 'daring', 'retro', 'rewind', 'fm']",darin gosling daring retro rewind fm
@teguh_daring @UBMalaysia Dia laki btw,0.0,"['daring', 'laki', 'btw']",daring laki btw
"@chfluv Kirain masi daring, udh 100%?",0.0,"['kirain', 'mas', 'daring', 'udh']",kirain mas daring udh
RT @chqniistry: Kalian sekolah ptm/daring nih?,0.0,"['sekolah', 'ptmdaring', 'nih']",sekolah ptmdaring nih
@Aap_dhilllon Wese kafi daring tweet ho skta tha ye....bs aik lfz and booommmm,0.0,"['dhilllon', 'wese', 'kafi', 'daring', 'tweet', 'ho', 'skta', 'tha', 'yebs', 'aik', 'lfz', 'and', 'booommmm']",dhilllon wese kafi daring tweet ho skta tha yebs aik lfz and booommmm
"handphone aku kenapa yaaa, padahal aku mau daring minggu depan :(",-1.0,"['handphone', 'yaaa', 'daring', 'minggu']",handphone yaaa daring minggu
"dan baruu ada sekarang, plisss gua mohon jangan ilang""an smpe daring gua selesai ðŸ˜­ðŸ˜­ðŸ™ðŸ»ðŸ™ðŸ»",0.0,"['baruu', 'plisss', 'gua', 'mohon', 'ilangan', 'smpe', 'daring', 'gua', 'selesai', '', '', '', '']",baruu plisss gua mohon ilangan smpe daring gua selesai
"males bgt salah liat jadwal kuliah yg ternyata daring:""",-1.0,"['males', 'bgt', 'salah', 'liat', 'jadwal', 'kuliah', 'yg', 'daring']",males bgt salah liat jadwal kuliah yg daring
"@nuttelwa ak, tp daring sie",0.0,"['ak', 'tp', 'daring', 'sie']",ak tp daring sie
RT @Humas_PpsBitung: Hari ini (04/04)  Kepala PPS Bitung Bapak Ady Candra mendampingi CPNS PPS Bitung Tahun 2021 menerima SK secara simboliâ€¦,0.0,"['ppsbitung', 'kepala', 'pps', 'bitung', 'ady', 'candra', 'damping', 'cpns', 'pps', 'bitung', 'terima', 'sk', 'simbol']",ppsbitung kepala pps bitung ady candra damping cpns pps bitung terima sk simbol
@dilbaradbr_ Hari ini aku daring besok baru ptmðŸ˜”ðŸ˜”,0.0,"['daring', 'besok', 'ptm', '', '', '']",daring besok ptm
"Lagi cari cemilan buat takjil? Sajikan Bolu Nusa Rasa Bolu Kukus standar emas Bolu Indonesia saja.  Cocok Disajikan Saat Berkumpul bersama Keluarga https://t.co/8ClXld2DXg 
@mama_daring",0.0,"['cari', 'cemilan', 'takjil', 'saji', 'bolu', 'nusa', 'bolu', 'kukus', 'standar', 'emas', 'bolu', 'indonesia', 'cocok', 'saji', 'kumpul', 'keluarga', 'daring']",cari cemilan takjil saji bolu nusa bolu kukus standar emas bolu indonesia cocok saji kumpul keluarga daring
"Mau buku versi hardcover #TuhanAdadiHatimu, sila chat kami di
https://t.co/katYFTmRub

Dan temukan buku kesayanganmu di toko daring kami di:
Shopee
https://t.co/7ZRrLMOWej

Tokopedia
https://t.co/bfdgdxBNDe",0.0,"['buku', 'versi', 'hardcover', 'sila', 'chat', 'temu', 'buku', 'sayang', 'toko', 'daring', 'shopee', 'tokopedia']",buku versi hardcover sila chat temu buku sayang toko daring shopee tokopedia
@lvejea mw pamer sy daring ðŸ™ðŸ»ðŸ™ðŸ»,0.0,"['mw', 'pamer', 'sy', 'daring', '', '', '', '']",mw pamer sy daring
"RT @LKPP_RI: Kepala LKPP Abdullah Azwar Anas mengikuti Rakor Tindak Lanjut Aksi Afirmasi Produk Dalam Negeri dalam rangka Gernas BBI, Seninâ€¦",0.0,"['ri', 'kepala', 'lkpp', 'abdullah', 'azwar', 'anas', 'ikut', 'rakor', 'tindak', 'aksi', 'afirmasi', 'produk', 'negeri', 'rangka', 'gernas', 'bbi', 'senin']",ri kepala lkpp abdullah azwar anas ikut rakor tindak aksi afirmasi produk negeri rangka gernas bbi senin
"RT @friendthefun_: rajin sekali mereka, dimasa daring inipun masi sempat mereka bersekolah ke HogwartsðŸ¥° https://t.co/jAHOJaMN62",0.0,"['rajin', 'masa', 'daring', 'ini', 'mas', 'sekolah', 'hogwarts']",rajin masa daring ini mas sekolah hogwarts
"Fak lah. Tolong dong, baru asik kuliah luring nih. Jangan sampe daring lagi ðŸ’© https://t.co/yOO7HuXTwZ",-1.0,"['fak', 'tolong', 'asik', 'kuliah', 'luring', 'nih', 'sampe', 'daring', '', '', '']",fak tolong asik kuliah luring nih sampe daring
"@dilbaradbr_ Daring dir, hbu?",0.0,"['daring', 'dir', 'hbu']",daring dir hbu
"@ccalehenituse 8-10 karena daring tapi skrng ptm, mana sekolahku jaraknya 30km+ ðŸ˜­",0.0,"['daring', 'skrng', 'ptm', 'sekolah', 'jarak', 'km', '']",daring skrng ptm sekolah jarak km
@haitaniislave daring apa offline?,0.0,"['daring', 'offline']",daring offline
"yahaha pada sekolah, gw daring",0.0,"['yahaha', 'sekolah', 'gw', 'daring']",yahaha sekolah gw daring
"@naracutie Weh, nggak daring?",0.0,"['weh', 'nggak', 'daring']",weh nggak daring
"RT @Ann_Gwynetha: Moeldoko Ajak Tokoh Agama Islam Sosialisasikan Prokes Jelang Ramadan 
Seruan ini disampaikan Moeldoko dalam rapat koordinâ€¦",0.0,"['gwynetha', 'moeldoko', 'ajak', 'tokoh', 'agama', 'islam', 'sosialisasi', 'prokes', 'jelang', 'ramadan', 'seru', 'moeldoko', 'rapat', 'koordin']",gwynetha moeldoko ajak tokoh agama islam sosialisasi prokes jelang ramadan seru moeldoko rapat koordin
Menjajal Aplikasi Kencan Daring https://t.co/zO1gyFbU4i,0.0,"['jajal', 'aplikasi', 'kencan', 'daring']",jajal aplikasi kencan daring
"@Miowyx Pagii! Aku daring, tapi kayaknya nanti mau ke sekolahh",0.0,"['pagi', 'daring', 'kayak', 'sekolahh']",pagi daring kayak sekolahh
@alanasdesk YeyyyðŸ’ selesai daring jam berapaa?,0.0,"['yeyyy', '', 'selesai', 'daring', 'jam', 'berapaa']",yeyyy selesai daring jam berapaa
"@Miowyx pagii, ku dah ga ngapa""in wkwk, kmu ptm or daring nih?",0.0,"['pagi', 'ku', 'dah', 'ga', 'ngapain', 'wkwk', 'kmu', 'ptm', 'or', 'daring', 'nih']",pagi ku dah ga ngapain wkwk kmu ptm or daring nih
"#temanpemilih, KPU Kabupaten Tangerang menghadiri Rapat Koordinasi Persiapan Pemutakhiran Data Pegawai di Lingkungan Sekretariat KPU Kabupaten/Kota se-Provinsi Banten. Acara ini diselenggarakan oleh KPU Provinsi Banten secara Daring (Senin, 04/04). https://t.co/LcuZGWxDCI",0.0,"['kpu', 'kabupaten', 'tangerang', 'hadir', 'rapat', 'koordinasi', 'siap', 'mutakhir', 'data', 'pegawai', 'lingkung', 'sekretariat', 'kpu', 'kabupatenkota', 'provinsi', 'banten', 'acara', 'selenggara', 'kpu', 'provinsi', 'banten', 'daring', 'senin']",kpu kabupaten tangerang hadir rapat koordinasi siap mutakhir data pegawai lingkung sekretariat kpu kabupatenkota provinsi banten acara selenggara kpu provinsi banten daring senin
Hari ini daring tpi aku ngantuk bettt,-1.0,"['daring', 'tpi', 'ngantuk', 'bettt']",daring tpi ngantuk bettt
"@fyaclaws Hari ini aku daring, thank you ðŸ’—",1.0,"['daring', 'thank', 'you', '', '', '']",daring thank you
@Miowyx pagii aku masih daring ðŸ‘ŽðŸ»,0.0,"['pagi', 'daring', '', '', '', '']",pagi daring
"Pagiii, pada PTM or daring nih?",0.0,"['pagiii', 'ptm', 'or', 'daring', 'nih']",pagiii ptm or daring nih
"besok sekolah, masih bingung ini sekolah daring apa sekolah tatap muka",0.0,"['besok', 'sekolah', 'bingung', 'sekolah', 'daring', 'sekolah', 'tatap', 'muka']",besok sekolah bingung sekolah daring sekolah tatap muka
@ssweetbubly masuk tapi daring,0.0,"['masuk', 'daring']",masuk daring
"#sahabatbawaslu, Bawaslu Kabupaten Bandung menggelar apel pagi secara daring dan hadir sebagai pembina apel Komarudin, Anggota Bawaslu Kabupaten Bandung, (04/04/2022) https://t.co/eQmVyEQaVH",0.0,"['bawaslu', 'kabupaten', 'bandung', 'gelar', 'apel', 'pagi', 'daring', 'hadir', 'bina', 'apel', 'komarudin', 'anggota', 'bawaslu', 'kabupaten', 'bandung']",bawaslu kabupaten bandung gelar apel pagi daring hadir bina apel komarudin anggota bawaslu kabupaten bandung
"@subschfess gatau, hari ini terakhir. walaupun suruh masuk ptm, gw milih daring aja pastinya",1.0,"['gatau', 'suruh', 'masuk', 'ptm', 'gw', 'milih', 'daring', 'aja', 'pasti']",gatau suruh masuk ptm gw milih daring aja pasti
